1697.351839 -15.365
1697.354190 6.118
1697.354425 -2.029
1697.354896 9.852
1697.355131 8.599
1697.355601 9.274
1697.356307 -5.688
1697.356542 -13.143
1697.692683 -2.396
1697.692918 -9.873
1697.693388 -1.885
1697.693859 -7.215
1697.694094 -7.304
1697.694329 -1.317
1697.694564 -2.592
1697.695270 -14.220
1697.695975 3.488
1697.697856 -7.935
1697.698092 4.249
1697.698562 -11.960
1697.761025 -2.220
1697.761731 2.135
1697.763142 -10.885
1697.763847 -8.846
1697.764082 7.035
1697.764318 9.336
1697.764788 -4.067
1697.765258 -15.039
1697.766199 8.190
1697.766434 -4.374
1697.766904 2.240
1697.829151 6.043
1697.829386 -5.114
1697.829621 -0.626
1697.829856 0.435
1697.830091 -0.218
1697.830327 -1.265
1697.831032 -4.570
1697.832208 -1.524
1697.832913 1.611
1697.834090 6.250
1697.834560 -6.304
1697.834795 1.322
1697.897512 10.756
1697.897982 -3.481
1697.898217 -3.368
1697.898688 3.963
1697.898923 5.494
1697.899158 -5.316
1697.899628 16.788
1697.899864 -1.997
1697.900099 3.752
1697.900334 -0.260
1697.901039 -7.440
1697.901274 -12.064
1697.901745 7.432
1697.902921 2.023
1697.903156 -7.297
1697.903391 -6.401
1697.903626 3.724
1697.904096 3.730
1697.966110 -12.230
1697.966346 16.454
1697.966581 -4.912
1697.967286 -6.477
1697.968462 3.502
1697.968932 -6.536
1697.970578 6.488
1697.971049 -10.927
1697.971284 4.090
1697.972224 7.738
1698.171641 -8.579
1698.172346 -5.667
1698.172582 6.379
1698.174933 6.263
1698.175639 -1.387
1698.176109 -4.497
1698.176344 -6.351
1698.176814 0.982
1698.238590 -5.490
1698.239061 0.378
1698.239531 10.552
1698.240236 5.738
1698.240472 -0.311
1698.240942 -3.357
1698.241177 -0.313
1698.242353 2.716
1698.242588 -11.652
1698.242823 -10.493
1698.243529 -13.055
1698.243764 -11.937
1698.306951 -1.068
1698.307422 1.393
1698.309068 2.443
1698.309303 7.991
1698.309538 4.412
1698.309773 -0.920
1698.310479 3.473
1698.310714 -1.106
1698.311184 7.586
1698.311419 -0.495
1698.650838 -0.639
1698.651073 -2.552
1698.651543 -3.401
1698.651778 9.736
1698.652013 -11.271
1698.652954 -1.243
1698.653189 -3.383
1698.653424 5.281
1698.717078 -14.823
1698.717313 4.131
1698.717548 -4.534
1698.717784 3.953
1698.718019 6.750
1698.718959 18.089
1698.719195 -1.124
1698.719430 1.259
1698.719665 -9.281
1698.719900 8.013
1698.720841 10.331
1698.721076 8.184
1698.721781 21.211
1698.722016 -7.180
1698.785909 -3.658
1698.786379 -0.241
1698.786849 -22.573
1698.787085 4.291
1698.787790 -4.558
1698.788025 -14.925
1698.788496 9.932
1698.789671 -7.877
1698.789906 -1.576
1698.790142 -3.491
1698.790612 0.255
1698.791082 7.469
1698.791317 -20.429
1698.852370 -3.123
1698.852605 0.748
1698.852840 -2.211
1698.853075 -5.361
1698.853546 -5.292
1698.854486 -0.546
1698.854957 0.395
1698.855662 -6.472
1698.856368 1.095
1698.856839 -2.336
1698.921220 -15.321
1698.921455 4.843
1698.921690 2.591
1698.922160 -12.832
1698.922395 3.349
1698.922866 9.507
1698.923101 -0.719
1698.923336 1.915
1698.923571 -4.124
1698.923806 -1.340
1698.926393 -7.415
1698.989327 8.366
1698.989562 2.265
1698.989797 1.311
1698.990032 -2.639
1698.990738 3.200
1698.990973 -3.222
1698.991914 -1.753
1698.994030 9.233
1698.994265 -0.878
1699.193685 -8.378
1699.193920 1.979
1699.194155 3.038
1699.194625 -2.112
1699.197447 1.177
1699.197682 -8.111
1699.197918 -0.270
1699.198153 -2.244
1699.199093 -7.316
1699.199328 5.598
1699.603595 0.179
1699.604065 8.474
1699.604770 3.325
1699.605006 -1.565
1699.606417 -2.046
1699.606652 4.015
1699.606887 -3.090
1699.607122 -3.626
1699.607592 -14.931
1699.607827 -11.080
1699.608298 -14.446
1699.741258 5.095
1699.741728 -6.166
1699.741963 -9.061
1699.742198 5.072
1699.742433 4.648
1699.742669 2.660
